id,utr_id,gross_amount_paise,net_payout_paise,payout_date,created_at
84837464-6c15-420e-be5f-bfd00b174b3e,UTR202608000018RZP,29343300,28720049,2026-08-19T20:00:00+00:00,2026-08-19T20:00:00+00:00
32f24fd2-cbb7-433a-a876-8fb086614c7e,UTR202608000019RZP,28831700,28219314,2026-08-20T16:00:00+00:00,2026-08-20T16:00:00+00:00
a27618e4-ca67-4f37-bc7e-8c9b6484af1d,UTR202608000020RZP,23789600,23284309,2026-08-21T17:00:00+00:00,2026-08-21T17:00:00+00:00
5d9afdd9-808f-4dc1-b51f-2837644f53f3,UTR202608000021RZP,27870800,27278825,2026-08-22T14:00:00+00:00,2026-08-22T14:00:00+00:00
f89cbfe3-9eaa-421b-9d11-4247fbef4153,UTR202608000022RZP,25328000,24790033,2026-08-23T19:00:00+00:00,2026-08-23T19:00:00+00:00
95321a0f-d353-4fb8-a5a7-32a6cf114205,UTR202608000023RZP,33670200,32955044,2026-08-24T14:00:00+00:00,2026-08-24T14:00:00+00:00
d881edfd-2c1b-4c0c-9d5b-5ee5b79fc2aa,UTR202608000024RZP,24755600,24229791,2026-08-25T20:00:00+00:00,2026-08-25T20:00:00+00:00
472228d5-c457-43f5-8edd-f1c6cde95ed2,UTR202608000025RZP,27575500,26989796,2026-08-26T18:00:00+00:00,2026-08-26T18:00:00+00:00
067ab266-d1f6-4ec9-a9f8-fe0878c1855f,UTR202608000026RZP,26528600,25965132,2026-08-27T15:00:00+00:00,2026-08-27T15:00:00+00:00
86a5adf6-72d6-4636-9735-56d4bc0772a8,UTR202608000027RZP,33697100,32981373,2026-08-28T18:00:00+00:00,2026-08-28T18:00:00+00:00
0b72be01-089f-4e9f-ba95-049e0fe67302,UTR202608000028RZP,33137600,32433757,2026-08-29T21:00:00+00:00,2026-08-29T21:00:00+00:00
182db813-0a39-428c-bbe1-56af9b9f664c,UTR202608000029RZP,25233800,24697835,2026-08-02T10:00:00+00:00,2026-08-02T10:00:00+00:00
5e3a552b-f9ca-4031-a7bc-44c7006554d0,UTR202608000030RZP,24543700,24022391,2026-08-03T20:00:00+00:00,2026-08-03T20:00:00+00:00
22f8da86-cdb3-4bb6-a04a-58c16ef90cf7,UTR202608000031RZP,24303300,23787098,2026-08-04T18:00:00+00:00,2026-08-04T18:00:00+00:00
320f2bd2-649b-4f48-b7d9-ef7fa969bdbf,UTR202608000032RZP,23111300,22620416,2026-08-05T13:00:00+00:00,2026-08-05T13:00:00+00:00
b61946cb-f3e3-4221-a0e0-85dfa842fb6b,UTR202608000033RZP,25784600,25236935,2026-08-06T16:00:00+00:00,2026-08-06T16:00:00+00:00
403d5279-5a1b-4272-afc7-07dc0adb6151,UTR202608000034RZP,26479200,25916781,2026-08-07T20:00:00+00:00,2026-08-07T20:00:00+00:00
25248739-3a41-4b70-92f0-cc20759ce8a5,UTR202608000035RZP,24854500,24326590,2026-08-08T17:00:00+00:00,2026-08-08T17:00:00+00:00
2f636dae-c09e-4b7c-b6b5-a8ba3bfcf55f,UTR202608000036RZP,32961900,32261789,2026-08-09T13:00:00+00:00,2026-08-09T13:00:00+00:00
c318a139-0186-4b5e-b049-fb364b8c58f2,UTR202608000037RZP,21368200,20914339,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00
9c6022cb-10a2-4e1f-974d-324001de9b99,UTR202608000038RZP,26552800,25988819,2026-08-11T17:00:00+00:00,2026-08-11T17:00:00+00:00
de17a59a-84a6-4746-a6fa-edbe1c8a9a5a,UTR202608000039RZP,27139900,26563449,2026-08-12T12:00:00+00:00,2026-08-12T12:00:00+00:00
b3f8b561-da50-4af4-890f-5a4d8e2b51a8,UTR202608000040RZP,34900700,34159409,2026-08-13T16:00:00+00:00,2026-08-13T16:00:00+00:00
ab0cb38b-2fbb-4748-9a8d-5510785e5e2f,UTR202608000041RZP,26042300,25489162,2026-08-14T20:00:00+00:00,2026-08-14T20:00:00+00:00
c8923710-a055-403d-9855-a45e8311f9c5,UTR202608000042RZP,26842600,26272463,2026-08-15T15:00:00+00:00,2026-08-15T15:00:00+00:00
d6700927-bfbd-4ed5-a0ad-69941066911d,UTR202608000043RZP,19597400,19181151,2026-08-16T17:00:00+00:00,2026-08-16T17:00:00+00:00
0334d866-7c42-4376-9c92-8e4a66ebaaaa,UTR202608000044RZP,28913000,28298888,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00
11623bf2-ebb8-49a7-a1b3-a63535c97fce,UTR202608000045RZP,23088400,22556444,2026-08-18T11:00:00+00:00,2026-08-18T11:00:00+00:00
c814b314-b72e-4f7e-9f09-ecc063572f2f,UTR202608000046RZP,21897000,21431908,2026-08-19T16:00:00+00:00,2026-08-19T16:00:00+00:00
3b46d22e-1218-4bc3-b022-785af24a55ea,UTR202608000047RZP,20926800,20482315,2026-08-20T19:00:00+00:00,2026-08-20T19:00:00+00:00
9bffb24e-0365-4982-ba02-d660e779d44f,UTR202608000048RZP,21026900,19506929,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00
9d530379-f9f8-45b9-9a64-84c1fb6917ac,UTR202608000049RZP,28462000,27857467,2026-08-22T15:00:00+00:00,2026-08-22T15:00:00+00:00
2d1ecff9-059e-46e1-83f4-cb6335f0cc67,UTR202608000050RZP,20767200,20326104,2026-08-23T13:00:00+00:00,2026-08-23T13:00:00+00:00
da7f09fa-fba3-42aa-82ff-12d9cefee195,UTR202608000051RZP,26913200,26341563,2026-08-24T15:00:00+00:00,2026-08-24T15:00:00+00:00
ff858914-382f-4f21-a84e-de4bbae84e59,UTR202608000052RZP,24602400,24079845,2026-08-25T20:00:00+00:00,2026-08-25T20:00:00+00:00
a1726772-d0be-4e1a-9726-77236decfee0,UTR202608000053RZP,27970400,27180516,2026-08-26T16:00:00+00:00,2026-08-26T16:00:00+00:00
23091b3a-af1d-45c9-adfc-99784ff8ac34,UTR202608000054RZP,24898900,24370048,2026-08-27T12:00:00+00:00,2026-08-27T12:00:00+00:00
3b2d9085-9210-4a91-ba78-7dd8509c1768,UTR202608000055RZP,21361100,20907390,2026-08-28T18:00:00+00:00,2026-08-28T18:00:00+00:00
a666175a-2f50-4aa9-852a-eae1c7594b77,UTR202608000056RZP,25995300,25443160,2026-08-29T20:00:00+00:00,2026-08-29T20:00:00+00:00
7725bc97-07b2-4a4b-a37b-17d1a8f9fae5,UTR202608000057RZP,26579700,26015147,2026-08-02T17:00:00+00:00,2026-08-02T17:00:00+00:00
79d21849-efe9-4030-a6d8-7d7cf8e8eaa1,UTR202608000058RZP,25224000,24511674,2026-08-03T14:00:00+00:00,2026-08-03T14:00:00+00:00
41f00047-cd07-479b-bfa9-31d06679d8b7,UTR202608000059RZP,24627700,24104607,2026-08-04T11:00:00+00:00,2026-08-04T11:00:00+00:00
1062b269-89b9-4101-b962-fc2fb467d795,UTR202608000060RZP,23528500,23028755,2026-08-05T10:00:00+00:00,2026-08-05T10:00:00+00:00
2f978057-ee2a-4d7b-b989-c51ca59703ab,UTR202608000061RZP,29073900,28456371,2026-08-06T17:00:00+00:00,2026-08-06T17:00:00+00:00
2960fa3d-ae50-4d86-b1c0-c5f9a61e5f89,UTR202608000062RZP,23096800,22606224,2026-08-07T19:00:00+00:00,2026-08-07T19:00:00+00:00
6238be07-132d-4d6b-b7be-0cb13de775db,UTR202608000063RZP,29668600,29038439,2026-08-08T11:00:00+00:00,2026-08-08T11:00:00+00:00
1f8e0ac3-e19c-4ad4-b6ec-75ed8a26cdad,UTR202608000064RZP,27216400,26638324,2026-08-09T20:00:00+00:00,2026-08-09T20:00:00+00:00
43c2018e-b70b-4014-a6e8-1d663daa9acc,UTR202608000065RZP,27584400,26998508,2026-08-10T20:00:00+00:00,2026-08-10T20:00:00+00:00
45577543-2257-423f-af33-25e0ee31adc6,UTR202608000066RZP,25653500,25108620,2026-08-11T20:00:00+00:00,2026-08-11T20:00:00+00:00
3a871f1f-d327-45bc-9a31-e74a16c17b0f,UTR202608000067RZP,28052400,27456567,2026-08-12T20:00:00+00:00,2026-08-12T20:00:00+00:00
52812b98-0fe8-4f92-8367-a76a493909b1,UTR202608000068RZP,29602900,28974135,2026-08-13T19:00:00+00:00,2026-08-13T19:00:00+00:00
248208b6-9ded-4e16-90a7-e26521b57af0,UTR202608000069RZP,25847600,25298597,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00
e9ba848a-dce0-46b3-8f67-f910ed77a29a,UTR202608000070RZP,25979800,25427990,2026-08-15T17:00:00+00:00,2026-08-15T17:00:00+00:00
378c7f49-2bae-45f4-a7ef-5984dc367a23,UTR202608000071RZP,29755700,29123688,2026-08-16T18:00:00+00:00,2026-08-16T18:00:00+00:00
23fc6716-753a-45b8-a533-3af7f44bae56,UTR202608000072RZP,32893300,31964394,2026-08-17T15:00:00+00:00,2026-08-17T15:00:00+00:00
8415804a-d4cb-47d2-af4d-4c3ab12c7815,UTR202608000073RZP,26921400,26349590,2026-08-18T19:00:00+00:00,2026-08-18T19:00:00+00:00
5a1722fd-91da-40fa-83f6-c9d51d08897f,UTR202608000074RZP,29886700,29251906,2026-08-19T13:00:00+00:00,2026-08-19T13:00:00+00:00
412061c0-33cd-48f6-9aff-56a84ea73aa1,UTR202608000075RZP,26530100,25966600,2026-08-20T19:00:00+00:00,2026-08-20T19:00:00+00:00
32edbe92-6e5d-4ff5-86e3-72c64f025f86,UTR202608000076RZP,29299300,28676983,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00
dc1e6332-fbfc-4169-837b-0a9fe71bbbef,UTR202608000077RZP,24161800,23648604,2026-08-22T14:00:00+00:00,2026-08-22T14:00:00+00:00
96adf671-357a-44fb-87f5-635ba71a2e74,UTR202608000078RZP,22782800,22298894,2026-08-23T15:00:00+00:00,2026-08-23T15:00:00+00:00
1e273d09-424e-4037-8baf-07bb33e6e98a,UTR202608000079RZP,27619000,27032372,2026-08-24T17:00:00+00:00,2026-08-24T17:00:00+00:00
ac475d84-2d95-49fc-99f2-3315a1ec1ca1,UTR202608000080RZP,25391700,24852380,2026-08-25T15:00:00+00:00,2026-08-25T15:00:00+00:00
a3a2b438-502a-45dd-8ea8-21cb689c3784,UTR202608000081RZP,21540800,21083274,2026-08-26T10:00:00+00:00,2026-08-26T10:00:00+00:00
e99a61c8-8ca0-439c-8c15-86b8c3d0c42e,UTR202608000082RZP,35668500,34910901,2026-08-27T11:00:00+00:00,2026-08-27T11:00:00+00:00
a0ccda7d-a634-419d-aee6-27ae4ffce74d,UTR202608000083RZP,19014400,18610534,2026-08-28T21:00:00+00:00,2026-08-28T21:00:00+00:00
f5e1e065-9668-40df-a26d-026e0aec1563,UTR202608000084RZP,22017900,21550240,2026-08-29T19:00:00+00:00,2026-08-29T19:00:00+00:00
5859cda2-dd22-4518-b0a8-93fc3ff3bee3,UTR202608000085RZP,28762400,28151487,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00
f16b18d1-ea35-4e20-b98a-a8a98534abb2,UTR202608000086RZP,26081600,25527627,2026-08-03T11:00:00+00:00,2026-08-03T11:00:00+00:00
ffa8c947-8064-4061-a77c-7a68f926a4e9,UTR202608000087RZP,24911100,24381988,2026-08-04T20:00:00+00:00,2026-08-04T20:00:00+00:00
68e47a8d-2391-40b4-b191-f2219f9d4b89,UTR202608000088RZP,20955200,20510111,2026-08-05T10:00:00+00:00,2026-08-05T10:00:00+00:00
de2ac131-005c-475f-a791-cc19a70a4eb8,UTR202608000089RZP,25944800,25393733,2026-08-06T17:00:00+00:00,2026-08-06T17:00:00+00:00
2f44518c-7175-4563-8197-ad1370c80828,UTR202608000090RZP,28270000,27669545,2026-08-07T19:00:00+00:00,2026-08-07T19:00:00+00:00
7c0d5ba1-9d78-4eda-a5e0-2f0392e41c05,UTR202608000091RZP,25076600,24543973,2026-08-08T21:00:00+00:00,2026-08-08T21:00:00+00:00
6a388f49-5acd-4556-8182-0130b74f29ff,UTR202608000092RZP,23308100,22813036,2026-08-09T17:00:00+00:00,2026-08-09T17:00:00+00:00
4fdc5367-d898-4880-9d11-2c073d00148e,UTR202608000093RZP,27771500,27181633,2026-08-10T17:00:00+00:00,2026-08-10T17:00:00+00:00
842668a9-d2c3-4831-9664-5a5a47543849,UTR202608000094RZP,22463700,21986571,2026-08-11T12:00:00+00:00,2026-08-11T12:00:00+00:00
2fa1c51a-44d3-4506-9bd6-77c29db279ad,UTR202608000095RZP,27159700,26582827,2026-08-12T21:00:00+00:00,2026-08-12T21:00:00+00:00
907531a3-c891-4ca8-8f74-18864664ddaa,UTR202608000096RZP,27587900,27001933,2026-08-13T15:00:00+00:00,2026-08-13T15:00:00+00:00
3b507d78-9bd1-470c-8749-0dba236f10f7,UTR202608000097RZP,30406500,29760666,2026-08-14T18:00:00+00:00,2026-08-14T18:00:00+00:00
9e512952-2d1b-4fe9-8f2b-9773dfd977ca,UTR202608000098RZP,29319500,28696754,2026-08-15T17:00:00+00:00,2026-08-15T17:00:00+00:00
162011b2-ef42-4c1f-9167-5e34960a3fd3,UTR202608000099RZP,24145200,23632355,2026-08-16T18:00:00+00:00,2026-08-16T18:00:00+00:00
3cb17ff4-bc65-4e23-acd2-031e1ecbe96b,UTR202608000100RZP,25381500,24842397,2026-08-17T14:00:00+00:00,2026-08-17T14:00:00+00:00
ac18f74b-740d-4cd3-9fe8-ef5cd0895157,UTR202608000101RZP,26898000,26326686,2026-08-18T17:00:00+00:00,2026-08-18T17:00:00+00:00
a6e51587-2310-441c-aa8f-de3e204c8f99,UTR202608000102RZP,24818900,24205730,2026-08-19T11:00:00+00:00,2026-08-19T11:00:00+00:00
1a94dabf-4ec7-4427-82fa-08d12e3dbb67,UTR202608000103RZP,23996500,23486814,2026-08-20T11:00:00+00:00,2026-08-20T11:00:00+00:00
6d8d1275-4dfa-4078-aec9-b51ef6bec04b,UTR202608000104RZP,27618400,27031785,2026-08-21T11:00:00+00:00,2026-08-21T11:00:00+00:00
47d8f976-a2cd-43f7-8cf9-8c5d4b3e2197,UTR202608000105RZP,25978200,25426423,2026-08-22T21:00:00+00:00,2026-08-22T21:00:00+00:00
87390563-5072-411e-a75e-ab56f8f25eca,UTR202608000106RZP,29744700,29112922,2026-08-23T10:00:00+00:00,2026-08-23T10:00:00+00:00
e8869d55-f584-4b1d-bde5-7ce17e97fa45,UTR202608000107RZP,25494700,24953192,2026-08-24T11:00:00+00:00,2026-08-24T11:00:00+00:00
e4883a60-1f21-4ef4-8b06-084d3bf9d64f,UTR202608000108RZP,25267400,24730721,2026-08-25T11:00:00+00:00,2026-08-25T11:00:00+00:00
8bb7a764-b7a4-47b8-b692-a3d711ec5d7e,UTR202608000109RZP,24604000,24081411,2026-08-26T20:00:00+00:00,2026-08-26T20:00:00+00:00
ab0c3c09-e322-4d2f-9e5f-cf4e5430aea6,UTR202608000110RZP,25107000,24573727,2026-08-27T21:00:00+00:00,2026-08-27T21:00:00+00:00
c95f5b37-78a9-4749-ad50-f9290dd6692a,UTR202608000111RZP,21531600,21074269,2026-08-28T11:00:00+00:00,2026-08-28T11:00:00+00:00
d720c64f-611c-4f09-8378-13b70c6eaca4,UTR202608000112RZP,30276200,29526135,2026-08-29T14:00:00+00:00,2026-08-29T14:00:00+00:00
c6bbac3c-9e04-4c3c-a261-6a1a70664e1d,UTR202608000113RZP,28032300,26640248,2026-08-02T14:00:00+00:00,2026-08-02T14:00:00+00:00
808c3845-1b3d-46a3-ab72-b391c5a8258e,UTR202608000114RZP,27945400,27351840,2026-08-03T21:00:00+00:00,2026-08-03T21:00:00+00:00
4620228b-ca24-4d66-bfe6-591eeb19b13d,UTR202608000115RZP,28522000,27716539,2026-08-04T16:00:00+00:00,2026-08-04T16:00:00+00:00
3ae9f223-8e1d-42c6-ac60-1af71bac2a02,UTR202608000116RZP,33554300,32841607,2026-08-05T17:00:00+00:00,2026-08-05T17:00:00+00:00
1fdae7a3-8a41-40c2-806e-4182607e8a1c,UTR202608000117RZP,16539400,16188103,2026-08-06T12:00:00+00:00,2026-08-06T12:00:00+00:00
b40295c9-b774-4c04-852b-5e98595128b4,UTR202608000118RZP,21013900,20567565,2026-08-07T19:00:00+00:00,2026-08-07T19:00:00+00:00
03a007af-5124-4f1b-a399-0b1ef3a73102,UTR202608000119RZP,25142600,24608571,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00
acea2447-08c3-4d7f-9f1b-c06756814136,UTR202608000120RZP,27422800,25710988,2026-08-09T20:00:00+00:00,2026-08-09T20:00:00+00:00
926d2239-a413-4fa7-bb0e-0a1fdbda1f09,UTR202608000121RZP,23426000,22928432,2026-08-10T15:00:00+00:00,2026-08-10T15:00:00+00:00
a870b1f0-1d76-4e54-a49e-64fa61dd5608,UTR202608000122RZP,27286000,26706445,2026-08-11T12:00:00+00:00,2026-08-11T12:00:00+00:00
4a292605-82cc-498a-ad76-5c527fd3d0f4,UTR202608000123RZP,29353900,28730423,2026-08-12T21:00:00+00:00,2026-08-12T21:00:00+00:00
2fc6a23a-3307-49e8-9c43-a981e9685d93,UTR202608000124RZP,27228700,26650362,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00
ea9d0ff7-349a-4d8e-aee1-59a303438ef6,UTR202608000125RZP,25760300,25213152,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00
da4bbb6d-96df-40df-adc5-4f79467007db,UTR202608000126RZP,26545500,25795855,2026-08-15T21:00:00+00:00,2026-08-15T21:00:00+00:00
cb303f8e-32ae-4f17-9748-664c28c51c89,UTR202608000127RZP,22824700,22339903,2026-08-16T14:00:00+00:00,2026-08-16T14:00:00+00:00
46868c7c-7727-4255-8f84-8235180a6993,UTR202608000128RZP,31518300,30848852,2026-08-17T16:00:00+00:00,2026-08-17T16:00:00+00:00
10494ed2-5e88-4a6e-a830-4d2ff83ae2e4,UTR202608000129RZP,27255500,26676593,2026-08-18T14:00:00+00:00,2026-08-18T14:00:00+00:00
85b93f09-97fb-48ca-8112-18bd164bccbe,UTR202608000130RZP,26195700,25639303,2026-08-19T21:00:00+00:00,2026-08-19T21:00:00+00:00
95900655-155c-4792-bd13-c719107ae42e,UTR202608000131RZP,30948500,30291154,2026-08-20T14:00:00+00:00,2026-08-20T14:00:00+00:00
1710c54f-a8d8-4237-9c8b-91721b7d30d6,UTR202608000132RZP,21718200,21256905,2026-08-21T10:00:00+00:00,2026-08-21T10:00:00+00:00
e48501d7-704a-4da4-b97f-8ea0c99b3486,UTR202608000133RZP,29642400,29012796,2026-08-22T18:00:00+00:00,2026-08-22T18:00:00+00:00
fbd8e0fd-f70b-44a7-88b7-4e27ecc165aa,UTR202608000134RZP,29295900,28673655,2026-08-23T15:00:00+00:00,2026-08-23T15:00:00+00:00
8f45308e-2939-43ec-b151-57695dde8de2,UTR202608000135RZP,23789600,23284309,2026-08-24T13:00:00+00:00,2026-08-24T13:00:00+00:00
76356762-0993-4532-a332-7579bc02f9be,UTR202608000136RZP,29721600,29090313,2026-08-25T16:00:00+00:00,2026-08-25T16:00:00+00:00
d64e8077-8e09-47a6-bae9-9c2dea901d03,UTR202608000137RZP,26131400,25576369,2026-08-26T19:00:00+00:00,2026-08-26T19:00:00+00:00
99183916-5e37-4951-a737-1e16b6cfa6ba,UTR202608000138RZP,18887300,18486134,2026-08-27T13:00:00+00:00,2026-08-27T13:00:00+00:00
d8c7433d-bc88-47ae-822c-74fc323f7b15,UTR202608000139RZP,25985600,25433666,2026-08-28T12:00:00+00:00,2026-08-28T12:00:00+00:00
d5febdbe-a516-47a1-8c8d-1886e0548a14,UTR202608000140RZP,25444700,24904254,2026-08-29T15:00:00+00:00,2026-08-29T15:00:00+00:00
dafd1a14-6e42-409c-9b7e-ff39dff0573e,UTR202608000141RZP,27957000,27167494,2026-08-02T19:00:00+00:00,2026-08-02T19:00:00+00:00
ede730d5-5953-4ba6-b235-376b49d839d8,UTR202608000142RZP,23077300,22587139,2026-08-03T14:00:00+00:00,2026-08-03T14:00:00+00:00
6ff5bec2-3619-4440-be93-48e747c472bd,UTR202608000143RZP,32266000,30023659,2026-08-04T17:00:00+00:00,2026-08-04T17:00:00+00:00
61d8d478-90e6-44c4-b5a7-2cef679f3cb4,UTR202608000144RZP,28144000,27546221,2026-08-05T12:00:00+00:00,2026-08-05T12:00:00+00:00
9900282b-42db-42d1-a843-acb2246d54e1,UTR202608000145RZP,26975100,26402149,2026-08-06T15:00:00+00:00,2026-08-06T15:00:00+00:00
2729b77e-d40d-40b7-a4d5-b98eeab4fe36,UTR202608000146RZP,30819700,30165089,2026-08-07T13:00:00+00:00,2026-08-07T13:00:00+00:00
57d86dc3-e464-4d22-a77e-bc7808ec1777,UTR202608000147RZP,26448100,25886342,2026-08-08T16:00:00+00:00,2026-08-08T16:00:00+00:00
21ab85b1-25cc-4713-a4de-4f6374e0c9a7,UTR202608000148RZP,30398800,29753130,2026-08-09T15:00:00+00:00,2026-08-09T15:00:00+00:00
dae75b7e-69ee-4aeb-b39d-26c6dfa385cd,UTR202608000149RZP,21425900,20970814,2026-08-10T16:00:00+00:00,2026-08-10T16:00:00+00:00
c6062e9f-5042-4619-b074-9c378073d6cc,UTR202608000150RZP,26575400,26010939,2026-08-11T16:00:00+00:00,2026-08-11T16:00:00+00:00
b0b560d0-c947-496d-9494-05a22d88de65,UTR202608000151RZP,26844900,26274715,2026-08-12T17:00:00+00:00,2026-08-12T17:00:00+00:00
9e286416-887e-46c8-81a8-0858aeb7891e,UTR202608000152RZP,27446300,26863341,2026-08-13T16:00:00+00:00,2026-08-13T16:00:00+00:00
3a449e9d-d4fa-4b6c-b91d-2b6131adb32b,UTR202608000153RZP,29922100,29286554,2026-08-14T15:00:00+00:00,2026-08-14T15:00:00+00:00
6422c1b1-4b1b-4573-a34c-7d1eb24b5d5a,UTR202608000154RZP,27279900,26700475,2026-08-15T20:00:00+00:00,2026-08-15T20:00:00+00:00
b8963f14-19cd-4ffa-b4b2-eef79cb7e1fa,UTR202608000155RZP,18094000,17709683,2026-08-16T20:00:00+00:00,2026-08-16T20:00:00+00:00
42cbc5df-fd06-4752-ae98-19a089bb2f56,UTR202608000156RZP,26688400,26121539,2026-08-17T20:00:00+00:00,2026-08-17T20:00:00+00:00
e906e6b2-600f-4166-b171-78e572a57bfc,UTR202608000157RZP,29173200,28553561,2026-08-18T12:00:00+00:00,2026-08-18T12:00:00+00:00
c50af8f6-a510-4e4f-a4d3-0fedd9734dbf,UTR202608000158RZP,25840000,25291158,2026-08-19T19:00:00+00:00,2026-08-19T19:00:00+00:00
540f53d8-18d7-4d3d-9bf9-0e0584293ca9,UTR202608000159RZP,23386800,22890065,2026-08-20T16:00:00+00:00,2026-08-20T16:00:00+00:00
e19089e8-6349-4e54-9ccd-94e6142554d5,UTR202608000160RZP,23957300,23448447,2026-08-21T14:00:00+00:00,2026-08-21T14:00:00+00:00
97ff8570-744b-444b-9166-515bad945c91,UTR202608000161RZP,31915000,31237125,2026-08-22T20:00:00+00:00,2026-08-22T20:00:00+00:00
319dbffd-8df8-4362-a91e-0483a93fb3f7,UTR202608000162RZP,23267900,22773690,2026-08-23T17:00:00+00:00,2026-08-23T17:00:00+00:00
2c0dc443-20f8-48b3-8157-ff0c1fa7820a,UTR202608000163RZP,26850700,26280391,2026-08-24T21:00:00+00:00,2026-08-24T21:00:00+00:00
96ea6850-17fe-4a97-a5df-68a5369adee4,UTR202608000164RZP,22634200,22153449,2026-08-25T11:00:00+00:00,2026-08-25T11:00:00+00:00
6383f7aa-213c-4b35-95bd-f63e521bb9ba,UTR202608000165RZP,31463100,30794824,2026-08-26T10:00:00+00:00,2026-08-26T10:00:00+00:00
b53ad247-865b-45e4-a724-7f1961da4c1a,UTR202608000166RZP,25811200,25262970,2026-08-27T21:00:00+00:00,2026-08-27T21:00:00+00:00
37345212-8a2e-4c25-946e-cb5b394493bb,UTR202608000167RZP,20635100,20196810,2026-08-28T12:00:00+00:00,2026-08-28T12:00:00+00:00
9042dcc2-f714-4cd3-9fc6-bdc26fddffdd,UTR202608000168RZP,27952100,27358397,2026-08-29T10:00:00+00:00,2026-08-29T10:00:00+00:00
f25cdb7f-bcfb-4b36-8aaf-d3b85cb900cf,UTR202608000169RZP,26919300,26347535,2026-08-02T11:00:00+00:00,2026-08-02T11:00:00+00:00
9bd8d62d-7d6d-459f-ba3b-6b8e1ae6be39,UTR202608000170RZP,25506500,24964742,2026-08-03T12:00:00+00:00,2026-08-03T12:00:00+00:00
9499646f-2b0d-4b77-9d9d-b96a51da6a1f,UTR202608000171RZP,32711600,32016805,2026-08-04T10:00:00+00:00,2026-08-04T10:00:00+00:00
e0d5144a-b9f5-4850-aa15-b6cee0c85a3d,UTR202608000172RZP,28809600,28197684,2026-08-05T20:00:00+00:00,2026-08-05T20:00:00+00:00
a175750e-2da7-4657-94af-d00b072cb552,UTR202608000173RZP,22910500,22423881,2026-08-06T20:00:00+00:00,2026-08-06T20:00:00+00:00
