id,payout_id,line_type,tax_basis_paise,deducted_amount_paise,expected_amount_paise
fc607eb9-4def-4014-9ab7-d035e16393fd,05360695-65d3-4ac9-89a8-8625dcc9ffa7,MDR,26651800,479732,479732
94bddc80-24fe-45b6-96c1-cde79989b892,33f95a6e-a19e-4c52-933d-95fb66d4ce4b,MDR,25274400,454939,454939
3667530c-2dc0-4631-89df-083ab27147be,fa87f475-eaa5-4036-84de-f4074db1a540,MDR,23313900,582848,419650
ccb55e4b-69e7-4c83-a86a-21a6dd41893b,e99d30c5-7041-4ce2-b613-fd469d7b33a6,MDR,23544200,423796,423796
46c92146-5326-44e2-95f3-72922d10cf5f,09a49cf0-381c-403a-8950-ceab4bf971a3,MDR,23808700,428557,428557
f2056ed2-5e4a-4690-8c93-e8e7e9c97a88,cfc01a7c-f1be-4a83-acc1-640c932e94bb,MDR,31326200,563872,563872
61d29df4-fa24-44a0-be82-edb1c50f6be1,0d78776d-7c8e-4e71-a2b7-c5f7e06dac33,MDR,28378900,510820,510820
eabf33b4-f9e8-4905-9b96-58beffa2ae92,b4d62055-3595-4b79-9d2a-9ae2557e36b0,MDR,32308700,581557,581557
55fcf382-126b-4f01-a7c0-5b20e059cabf,27871621-b763-43da-a109-7725cbe231f0,MDR,28858400,519451,519451
aed51493-a735-4556-ba6b-5b5be0342152,11737a8a-eb0c-44bc-8d5d-8059175e0f48,MDR,27403100,493256,493256
760e0fe2-098c-47d7-a478-07117111764e,2f6b5a49-93f8-46af-bdd9-139fb727a1d2,MDR,27726500,499077,499077
716d2d5e-685a-41f0-9f5c-71544bd0b875,015a7ced-375e-4470-b459-52a66e789bf6,MDR,27069200,487246,487246
56dedfb7-37d3-40da-b4b2-e2be7f32b445,baea0152-bcef-4233-b407-93a30f4e5498,MDR,28738200,517288,517288
4f52d41d-269e-46bc-a7dd-ab68055ada47,2cb1afb4-d6d1-4e28-802c-52162269001a,MDR,23643000,425574,425574
c923df06-492b-418e-ad1e-bf5b8d5189f1,4ed4ca58-6853-41bc-a15b-b230256ca699,MDR,23605500,424899,424899
47a13308-478e-4ee5-aae3-9a489f6fb1cf,24207a85-0cf4-4348-8cac-e6c3c86b3633,MDR,28555500,513999,513999
a524b327-d1ab-4913-a127-4e8ad3437bd5,a5bd8ddc-78ea-400b-b400-ae533c3cf36a,MDR,33735100,843378,607232
d0cb33b0-495f-4dc5-95aa-12acaf761d86,93ba11c3-58f1-4e6f-9da9-fd22d74e761a,MDR,22028000,396504,396504
7c6f4207-6b02-4dc8-ab20-64ac0465d0de,6e430d8d-8937-4733-8787-ea61959f919a,MDR,30127000,542286,542286
9e63dbc6-5f9a-409e-bef4-21b123b3e915,d21cab33-c739-443d-be18-6305c5f5701a,MDR,24212300,435821,435821
256277da-62c1-4e1c-9547-c3b093bdbd7f,287cff27-83d5-459a-bd86-e301d1e6efe9,MDR,27716500,498897,498897
b85fa65b-3b51-44d2-b24e-4c5704c22478,02cd52d5-62f4-4a5b-89da-f2a87ccd98d0,MDR,21236100,382250,382250
31bc66b9-7c61-412e-86aa-41f1c360a168,ed668021-e8de-46de-acc4-fa55db4b81de,MDR,21394500,385101,385101
9254efa9-09fc-4dfc-89a9-a065cc16bea7,b3d56881-2c32-4eb9-b7e9-42e77002e978,MDR,29270500,526869,526869
3a215513-4f4a-4155-ba4e-99904e695dcc,470c5e42-5361-4ddc-a8ba-146bdbf521fa,MDR,26601400,478825,478825
1610b929-5607-41e0-891a-0985cb2278c5,2fe58f95-8a85-4609-990c-f577b14e5752,MDR,18971100,341480,341480
a7f1d2c9-c87e-4d7e-b755-22564fea393f,3daa3845-5afc-4f26-a023-9870b809ee42,MDR,33112300,596021,596021
20476dd7-f7de-4126-b5fa-9f78a1d76e03,bcb50218-9a9b-4937-8ad1-83ec7926997d,MDR,21984000,395712,395712
26b32279-334f-43aa-9f0b-be4f45a5f0f6,4ec0887f-0757-4b91-8b04-67be6b32d1d0,MDR,25733800,463208,463208
9039dfc2-7147-4fa2-9c95-3bb08eb7bed9,42683f66-bc0e-47a8-8052-3d2497982274,MDR,30113600,542045,542045
6481de95-cbc8-4449-9b10-ce9e3c97646f,e23d8058-a9c0-4401-a3cb-b468daa2615f,MDR,31640300,569525,569525
9de46544-ca9d-4a4f-8a71-9f585fead476,352b7124-2a0a-43ca-a6f4-6664fbe0d1fb,MDR,26275800,472964,472964
01b3ad36-eba7-4d24-a031-feee39933a41,4b8361bc-59b6-4763-8cde-f99de1af5e9c,MDR,21378000,384804,384804
b529fce1-1f8e-4bff-b41b-0d88e9585369,f337fc18-b30f-445b-a579-e7daa5c0afa7,MDR,28106900,505924,505924
c6e8871b-27f9-4e11-8d50-551b383277a3,014efe64-9c7c-4516-b250-fbef818c526f,MDR,26849700,483295,483295
d8810fa5-b0f9-4776-9f85-527372cd10c3,0827df8d-f35b-45cf-870d-6747a19407a7,MDR,27523500,495423,495423
0f6a2db6-ec72-4f67-9d2b-0b24d2c1adb6,2e2c701d-dfef-479c-a633-a8898a5ad971,MDR,27732300,499181,499181
264444c5-2f96-4033-b73d-648424d3b10b,0e641ef8-a94c-4ded-b0b5-89479414180f,MDR,20471900,368494,368494
d9b7a81f-983b-45c9-b450-45fa9e8c4608,4bbce817-ec6b-421f-8e8d-24c437fd73e5,MDR,26087100,469568,469568
349b1450-4c65-42bf-9876-3adb51729a00,362ee0af-2955-4d4c-bce2-7f986edb0c1a,MDR,29624900,533248,533248
bf2b9bde-3d3a-4c31-9b8f-217d964e46a1,bcb7f2ad-dbdd-4ee8-ae0e-91089ea3f96f,MDR,26783200,482098,482098
cdcc6731-b96d-4640-adbd-ddfb0bd92688,cdddb6ab-309f-4da5-9b24-259af0317f1d,MDR,31798400,572371,572371
38ca9d5f-d1b6-456a-b8d7-c0ccf0a94e59,7b2fd7b8-f88a-49ba-9f88-140a138be959,MDR,31082800,559490,559490
d616b00b-0984-4d24-9732-7d6ffbd7178a,4ad9f6d0-0544-415d-84ba-8028b37220a3,MDR,25530900,459556,459556
e4b00694-45d9-4ec2-9017-49cd4ab8ec12,ad9ecb38-3134-4832-b4f3-855604ded1df,MDR,24216500,435897,435897
85d38c4c-6db5-4837-83fe-bc29e04e3cc2,4f1f13be-7a52-4f0c-82f3-18c9a4be2f2f,MDR,25638700,461497,461497
f134d6a2-9391-40e2-bd5f-fbcc239cb074,15c5eacc-10bd-4eb3-b3d6-af47db7a6134,MDR,18325900,329866,329866
ad44f730-4d5a-4ce1-9514-76a5a9b059b7,bbd597ca-86f7-4ac4-9028-205967362a9f,MDR,25016500,450297,450297
ff6c2237-7f46-408c-886c-e8425c8af6ce,f2022411-403c-4c55-a833-1d95dc0d5b81,MDR,28182100,507278,507278
693afdad-9075-43ea-8333-7aa0bdf7a38a,301c49a6-c35f-4461-8fc8-daaf8b97031a,MDR,21143800,380588,380588
ff866037-3bc0-4e67-9118-8c197656b104,f831b044-9d9a-42d4-8421-3eac1fef35d9,MDR,27280700,491053,491053
74bb1b10-646d-4528-b886-7e5e503db6f0,432641de-8895-4c72-90bd-05f902e3f722,MDR,24653800,443768,443768
f98b800c-61fe-430e-86c3-dfd2fa602dd7,52ee8048-edc9-4097-9ba9-aeaf2868a36c,MDR,28218700,507937,507937
07d808da-beba-4e82-813f-d95896744652,83efd3d6-a12f-4e82-8beb-391b03047235,MDR,24664700,443965,443965
8265e27a-9412-494d-b9e8-693344b85d04,dd76406c-7dac-40e2-ae61-9f0020965145,MDR,22870800,411674,411674
383c6b86-6d93-4d70-8dde-fd92bdf6bb06,d03c87f5-f878-478f-b739-ebb6fb3584af,MDR,24401500,439227,439227
127a32b5-6526-496f-ad74-2056ce477a83,764ac301-6fdc-4b56-88b1-388714736d0b,MDR,33215800,597884,597884
1f877a27-9e0e-4ecf-8c18-54ef4a05e797,41924acf-0c62-4dc6-b185-5b709aa235f9,MDR,25694400,462499,462499
4ea52447-6e86-400a-9f66-915a8b044247,18d6b3d8-0183-423f-bb0f-b61b40f318c0,MDR,28564100,514154,514154
878ecc20-71ee-47ea-8898-fc8cd33514dd,01fb328b-1c49-4d45-8834-8542c59d343c,MDR,28396600,709915,511139
bd48d14f-c269-4358-81e6-d7cca4597c96,943dfe76-311d-4218-ae0e-2874605d350a,MDR,30661000,551898,551898
722d7435-307a-4c95-98d1-bab44ea5b717,7cc6b565-17c0-4995-a416-9c39a523c990,MDR,16965500,305379,305379
a5a98d34-8f3d-46fa-901d-1447af8385eb,2127d3f9-20b1-4c6e-a53e-5eddebbe0b16,MDR,23455300,422195,422195
22fedfae-d0f3-48a0-b2f6-58cc357e9a64,f488bcfe-8619-49b6-b5cc-c4ebe87a54f0,MDR,26697200,480550,480550
090e48c6-4332-48bf-8903-89096ea934a0,ea22d654-537a-47fd-a472-63f608424b42,MDR,24652100,443738,443738
d35be7a2-8945-40ed-b24f-ad08eaff81da,d479d861-a290-416b-a3ba-b8565587d82f,MDR,23197300,417551,417551
cd038274-2d11-4f6b-8416-bfd45b28d790,4837c581-6ca4-40c3-9be4-ad6f76e28784,MDR,23928200,430708,430708
ab201839-6f56-42c0-a6b6-d902f42df8f6,8b0e69d1-1466-4dc6-8201-5ab5e572d2c0,MDR,29130600,524351,524351
b247e0d4-ec53-4968-ae10-9ac57112be98,afe1d8cd-ef97-42c4-a35d-b53a4b72b2ec,MDR,24914100,448454,448454
57caaec8-f5af-4f99-8661-63db97d60cce,f331d978-80ce-416d-972e-fa98def80a49,MDR,29171400,525085,525085
b355f7fb-9e5e-4bce-b78d-621fa300e467,c80f9a78-0e4a-4130-b637-36542b177f72,MDR,24568700,614218,442237
9c60735f-ea53-40cd-9514-a2aa5909dbdc,f18abd49-24c0-4791-aeb6-318ae37c7cfe,MDR,23862400,429523,429523
8b35be5f-9fa1-4ded-8cc3-b34c097b405b,79a67df0-8803-4522-8596-5561d372f8b9,MDR,32048800,576878,576878
dd383a1c-94bf-4122-9c8d-1bdd4098ecaf,dd8c6e55-dd3e-461d-945d-a57cd39e57c3,MDR,30474900,548548,548548
9d40cbc8-59dc-4f54-8c7b-7b3897e037ef,e00c09df-7520-49a5-a01a-8fea140ec2af,MDR,29093300,523679,523679
f3ccf8c5-1bfb-4bd5-9dcb-867399e43308,00255316-4d1c-41fc-b2ea-0d966f80a825,MDR,30213200,543838,543838
576998d5-f25c-46c4-820c-ba56d56a9ffd,9421b91a-7bae-42b0-82a3-29cda1207547,MDR,23064400,415159,415159
859ec44b-7cb7-4d62-9e06-ce98fa77bd67,820329fb-aa97-455f-adae-e0eb0b142165,MDR,24485800,440744,440744
51b79412-9b11-4d1e-8f46-bf8a5d98e62c,3d1f2d2e-2935-4304-a22c-4ec40c6a0cd8,MDR,25309500,455571,455571
395689f3-c92f-4836-9cc3-f2a76c678e71,efc1a769-8779-4da6-9542-c6ddc0931b1c,MDR,27545500,495819,495819
ef513492-0c7b-436f-9a6e-039f03c161ff,24674b20-7fa3-48d6-8f88-174e76da6c80,MDR,31173800,561128,561128
6846976c-582c-4c84-9775-37f6b063e2cc,cd64d44c-9561-4e91-b0b9-c1f7ece90d76,MDR,26023700,468427,468427
86a4673e-0671-4012-b9cc-92281e5da282,b4f76277-2d94-4871-8fc9-efaf279cafe1,MDR,18696100,336530,336530
6b718f40-102d-4428-8596-5196628650eb,1743fa56-33d9-4393-94fb-cefab0d6c548,MDR,23101400,415825,415825
486e51af-9e98-4746-981a-071bf4a064e7,9b2595f1-30ee-4f98-b56a-57459f0f5c9a,MDR,27692700,498469,498469
d89571af-a5a4-4b67-baae-f85a9294b0f5,677f7e95-4a0a-4612-8bed-bf5acf2b4030,MDR,28699600,717490,516593
2e2f16bf-93ca-4422-bf29-bba03182d515,03063131-05bf-4a4f-b447-6c4642f4133e,MDR,22085500,397539,397539
8b911b2d-ae7c-4bc2-a4dc-ee1e7c21b356,31511725-81ed-467d-a094-501069b1baad,MDR,28065000,505170,505170
2cce3219-3799-42fd-9e00-329c19b0bf9f,8007dbf2-9b64-405e-b4c3-f8d9453b755a,MDR,28396500,511137,511137
501e1228-80ca-4ff3-9a07-ffd4c9d604e7,8d4dfb20-2477-47e8-808f-426a95b238c7,MDR,27151600,488729,488729
cfbb381a-bbca-4658-999b-1bc8fbe15bf8,1b132e26-9f83-4590-a38e-9a537f3db2ae,MDR,31414500,565461,565461
1883acdb-09e1-4ffa-84de-aec86df92e8a,cd2a4ce3-73fe-4687-9e0b-82e9db4b39ad,MDR,28796900,518344,518344
74b7ae6c-9b5a-445f-8a74-dd819699d51c,74ba899d-2186-4e7e-95ed-2166610ce1b7,MDR,25606600,460919,460919
e35a3e44-f3a2-44e0-8d66-0285a665ed0f,737531df-4f3e-48cf-ac0b-9cf0e351ecbf,MDR,18130400,326347,326347
55cbca5d-ea20-4b37-bc7f-5ea379ee9612,311f883a-97e5-47b5-b2f9-4d9f5eae3188,MDR,25589800,460616,460616
172fd595-0616-4cbf-8755-15e6bb341cbe,248fdae0-2dc5-4ed3-b13c-6bc06d7b5848,MDR,28583400,514501,514501
28e71879-1a4b-4aec-8698-dc41e65567ee,be0536c9-9fa8-4076-bf23-179cf4c126c4,MDR,30834600,555023,555023
8ba838bf-4ca5-4661-ad9f-5e59a593958b,5d9941c9-fc55-499a-8c01-222abf65083a,MDR,30657500,551835,551835
51cd148c-1a5f-4dab-ae79-f83eb7191fd4,40b28426-c6cb-45a2-b9c0-1e6e3ed3b2e8,MDR,24529400,441529,441529
043fa9e9-3f2b-499f-b73b-68bce1c9ce74,ed57b4e4-848a-4b5f-b1ae-4f7f79dcf9d7,MDR,23585900,424546,424546
6049edb5-f1f9-442c-a6ed-95fc70f7c615,b726ba0c-d33f-4c8d-8c40-fc178825def6,MDR,28441300,511943,511943
da923ba0-876f-4aaa-8858-046f5d1399ad,c79a9533-f271-440d-9377-6ea97acbcb5d,MDR,26818200,482728,482728
df2c7546-be0f-43fa-9fd7-fb9c2bb5a2b9,3839f503-3e90-4b4d-a9ef-2675a783e9ee,MDR,26754000,481572,481572
1eae6637-3848-448e-aed6-befaa7fd4591,6f31ef6e-5182-4f29-a6c0-6f26a0afe2e3,MDR,25920600,466571,466571
6db8607c-1e41-466b-a2cd-e073cc64d269,9840d783-a36f-44ef-8999-50a9b0fc34c8,MDR,22885200,411934,411934
5986a99b-0073-4ac5-ab40-425bd2bf2c59,59aac1c3-b600-496b-af8b-48d62e3b40cc,MDR,32660700,587893,587893
b14e28fd-549b-4610-9968-84d2730852dd,30ed5d6b-c45a-4af0-8150-45849eff06c6,MDR,24266900,436804,436804
da560bfb-95f3-4185-a664-a93b432be705,5c5ec860-2737-4e3d-a5bc-7df6de5feefd,MDR,20660100,371882,371882
a824212a-029b-4bdb-af2c-dd1e8161d406,68d9e0be-8e54-4425-9e5b-75523a6b4ca6,MDR,22253600,400565,400565
6d42323a-b647-4b3b-8616-b140eb8114f9,f19715ee-0eb4-4020-a483-6039e54c6a60,MDR,28932500,520785,520785
3898c254-a059-47b0-a688-82e460603221,573d3087-4e75-4e5f-a5b8-877a5f2afa3b,MDR,20886000,375948,375948
2eca92a1-cdc7-474f-afe6-6c08a6500275,0f19a739-ae30-4b81-b830-9e31e4f05b56,MDR,19506800,351122,351122
a4a229e2-01e5-4371-94d0-4c0a2b3acf63,62922c19-7e7d-4204-ae1c-0a904c06c326,MDR,27253800,490568,490568
09bd981e-0c11-49f7-bae0-39334bd0fec0,bde1d36d-260c-4379-b6b2-6a06da029865,MDR,29386400,528955,528955
527f7729-8474-4efa-8339-791a2708d334,960969bf-eb86-4ce3-8953-0e560cb59625,MDR,23531400,423565,423565
1ceabe30-7c89-4a4c-9241-10f0912569b3,4c003741-166e-4b15-ba35-dbbb16d03453,MDR,34246000,616428,616428
6658ce1c-a639-4cd5-8213-f0437112b203,45291197-b725-4ae8-a603-cb320762737f,MDR,28096200,505732,505732
bc855d92-6909-4bf4-9f9f-1b6a6848cbda,88883d06-a776-4355-85b9-725a49bc2593,MDR,17110100,307982,307982
29705a1d-e306-49ff-a22d-fd955ddf77dd,10dbc58d-72c4-48ca-b258-6a326504a349,MDR,23102100,415838,415838
568f8782-601d-4503-be85-121b7790638b,7faa0d87-d176-4224-bc10-5565f25a4544,MDR,22895300,412115,412115
fd309fbc-f2da-457d-97ac-ff7316552f80,6791a629-b85d-4f42-ba97-a4d0adba2840,MDR,24665800,443984,443984
93659e60-eed2-41c1-b0dd-a607ded77d7d,5fceac3d-2083-4c44-992d-dedf770ce776,MDR,25991500,467847,467847
6f3db0f9-9011-423c-8f55-cb94ed47f606,04225d7e-35ee-453a-b973-fbfbd83f35b1,MDR,23231000,418158,418158
50df6a02-ec85-4fe4-90e4-e1e96d168bb6,a81098fb-7252-4eff-b67f-0ad8044b357e,MDR,21635900,389446,389446
858c6a69-ceff-4279-a6f5-cbfa309c120b,b0dfae93-b8a2-45ca-a4a9-5929d3dbd933,MDR,32260400,580687,580687
9cb98a1b-7d8a-4915-b56c-65f702be8dee,e106d4e9-872b-410a-8382-e3686db8d219,MDR,23023500,414423,414423
165d0372-626e-474a-885c-8690543c8b35,6ac20914-1add-4214-991c-32fa8f641edc,MDR,25359900,456478,456478
a4badb40-a47c-41cc-9b51-801b64b870de,04b84294-8152-4161-8165-5c5a1b183a8f,MDR,29457000,530226,530226
f52b4ea4-d897-4b04-9dd2-f4fc42354efc,7e906880-f38c-48de-9bcf-fad109f183ac,MDR,23921000,430578,430578
b9199c4a-a235-4b78-8087-e605bae6c475,e6f71fa4-eb6c-4971-8e21-56e9975f197b,MDR,26232400,472183,472183
90cbd595-e811-499b-9cf2-813d6193adf1,12f7b160-4553-4e71-ab19-9b24760700dc,MDR,27080400,487447,487447
22561c64-47be-4d94-a8d5-828001a87cc2,c5033f9d-52b1-495b-9c8d-6972a98aeadd,MDR,23000800,414014,414014
865c0896-1e38-4a4a-8632-f38a1df3befb,15375d3e-ac2f-47cb-9f63-d358e4085feb,MDR,28130400,506347,506347
e6fd9b78-570a-45be-b2c0-d02f952f9149,a66d93e1-c136-460a-b4a8-44334dd38304,MDR,27101400,487825,487825
436e6d9b-92a9-4117-9835-5c153f9e7477,601f152d-9405-43c8-b285-69f440dcf3fe,MDR,23840100,429122,429122
d214f61a-13e9-44c8-9622-5dbfb3bee78f,99f24d45-90ae-46bb-9b58-c5145bfa5b6b,MDR,24727400,445093,445093
9a5171ce-a5ab-458c-bd19-a474e858b812,d853f070-6843-4ab2-a96b-3379b8645101,MDR,22639000,407502,407502
6251a59e-3dc1-482d-b704-5b17af59a020,31692aad-64cd-4ea8-8443-0eda789d9f5d,MDR,26425000,475650,475650
5527f61e-b728-4938-a06a-b90d28405d28,8a112f11-8129-4bf0-a94e-6cf044dcb671,MDR,18209100,327764,327764
1ab62eaa-5988-456c-bb82-7f79e719217d,217b9f32-0458-4da6-89bf-91abc22663be,MDR,23398300,421169,421169
8dc3fc90-9625-469c-a839-67a0524bed55,88328a0e-3fcf-4445-a067-1448fb80ae68,MDR,23318400,419731,419731
2bd1073a-d304-45b6-a040-3770abe860ff,546cecea-898f-4f45-93f1-c1ca74e1051f,MDR,25194600,453503,453503
9fb465aa-a143-4123-9533-dde8f07183ed,10ea1b6f-e470-4e8e-9da9-860a3159eecc,MDR,30969800,557456,557456
aa658a5c-a23a-4b69-9d60-153be495edac,70f8c562-3d17-46ee-980b-74e9facb0d7e,MDR,29397000,529146,529146
83404303-3442-4c60-9339-c54280faac3e,4f8473b0-1bdb-4a40-b389-7a3328d1dffa,MDR,28193000,507474,507474
ccc068c0-0fbb-4f75-bab6-9ba8c21cb2a0,8ceb7375-7eb6-4917-b593-cb0907f5930c,MDR,27132900,488392,488392
4fe72aca-6338-4ded-b0f6-b1fa465ef6a2,6e383a22-7a04-4536-adc0-c01a3bc8bc4b,MDR,25690500,462429,462429
0595f23e-1582-4b1b-8462-c631d269c7cc,bd2c00ff-9be7-486e-9a47-b064c382e231,MDR,24399600,439193,439193
5495a548-44f8-475b-8fc4-6cef7f4e05c1,ae3246aa-41bb-4887-a222-b8b27d47cc0f,MDR,29566800,532202,532202
b482ce51-64cb-4082-876d-73bd26308619,3c8200d3-30e8-488c-8121-28bddee1856e,MDR,20876700,375781,375781
